"Sale Product Name","Sale Location","Sale Product SKU","Sale Order Currency","Gross Sale Price","Total Return Refund Net","Actual Net Sales","Item Qty."
"RANGER LT WT ANORAK","Portland","F20293580-1-DarkNavy-000170252","USD","275.0","0.0","275.0","1"
"RANGER SHORT FIELD JACKET","Portland","F20291979-1-DarkBeige-027873193","USD","275.0","275.0","0.0","1"
"W'S 3GG RUSTIC COTTON CARDIGAN","Portland","F20298201-1-Chestnut-000000401","USD","275.0","0.0","275.0","1"
"LT WT ALASKAN GUIDE SHIRT","Portland","F1420293594-1-DustBlu-XS-LKA","USD","270.0","0.0","270.0","2"
"SWIFTWATER RAIN PANTS","Portland","F1420263423-1-Raven-M-BGD","USD","270.0","0.0","270.0","2"
"LT WT ALASKAN GUIDE SHIRT","Portland","F1420293594-1-MdntNvy-L-LKA","USD","270.0","0.0","270.0","2"
"TIN CLOTH MEDIUM DUFFLE BAG","Portland","F20297431-1-OtterGreen-000000074","USD","265.5","0.0","265.5","1"
"W'S RANGER RAINCOAT","Portland","F20298183-1-Navy-000001490","USD","265.0","0.0","265.0","1"
"W'S RANGER RAINCOAT","Portland","F1520298183-1-DkBeige-XS-LKA","USD","265.0","0.0","265.0","1"
"DRYDEN BACKPACK","Portland","F2020295178-1-OtrGrn-OS-VNM","USD","265.0","0.0","265.0","1"
"SHORT LINED CRUISER","Portland","F1420232828-1-DkTan-L-BGD","USD","262.5","0.0","262.5","1"
"PROSPECTOR FULL-ZIP HOODIE","Portland","F1420205731-1-Nvy-M-BGD","USD","256.5","0.0","256.5","3"
"RANGER INSULATED JACKET (REALTREE)","Portland","F1420264429-1-Hardwoods-S-BGD","USD","255.0","0.0","255.0","1"
"PROSPECTOR EMBROIDERED HOODIE","Portland","F20293804-1-DkBrownF-027930993","USD","250.0","0.0","250.0","2"
"W'S FIELD CRUISER (REVERSE SATEEN)","Portland","F20298179-1-FadedBlack-000001925","USD","250.0","0.0","250.0","1"
"TIN CLOTH SMALL DUFFLE BAG","Portland","F20297429-1-DarkTan-000000073","USD","250.0","0.0","250.0","1"
"JAC-SHIRT","Portland","F20293582-1-BlueHtr-027888785","USD","250.0","0.0","250.0","1"
"W'S FIELD CRUISER (REVERSE SATEEN)","Portland","F20298179-1-FadedBlack-000001923","USD","250.0","0.0","250.0","1"
"FIELD CRUISER (REVERSE SATEEN)","Portland","F1420293578-1-WshFtgGrn-XL-LKA","USD","250.0","0.0","250.0","1"
"FIELD CRUISER (REVERSE SATEEN)","Portland","F20293578-1-WshdFtgGrn-025019477","USD","250.0","0.0","250.0","1"
"JAC-SHIRT","Portland","F20293582-1-BlueHtr-027888784","USD","250.0","0.0","250.0","1"
"FIELD CRUISER (REVERSE SATEEN)","Portland","F1420293578-1-BluMussel-S-LKA","USD","250.0","0.0","250.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-Raven-007861367","USD","248.0","0.0","248.0","2"
"RANGER LT WT ANORAK","Portland","F20293580-1-DarkBeige-027873193","USD","247.5","0.0","247.5","1"
"RANGER SHORT FIELD JACKET","Portland","F1420291979-1-DkBge-S-LKA","USD","247.5","0.0","247.5","1"
"MACKINAW WOOL JAC-SHIRT","Portland","F1420263528-1-RedBlkOmPd-S-USA","USD","247.5","0.0","247.5","1"
"OIL FIN DBL TIN BIBS","Portland","F1420232836-1-DkTan-38-LKA","USD","237.0","0.0","237.0","1"
"OIL FIN DBL TIN BIBS","Portland","F1420232836-1-DkTan-36-LKA","USD","237.0","0.0","237.0","1"
"OIL FIN DBL TIN BIBS","Portland","F1420232836-1-DkTan-30-LKA","USD","237.0","0.0","237.0","1"
"OIL FIN DBL TIN BIBS","Portland","F1420232836-1-DkTan-32-LKA","USD","237.0","237.0","0.0","1"
"DENIM GUIDE SHIRT","Portland","F1420291981-1-RnsInd-XL-LKA","USD","232.0","0.0","232.0","2"
"CHAMBRAY CPO SHIRT","Portland","F1420189139-1-LtInd-L-LKA","USD","232.0","0.0","232.0","2"
"FIELD FLANNEL SHIRT","Portland","F20172107-1-Natural-000002178","USD","230.0","0.0","230.0","2"
"OAKVILLE CANVAS PANTS","Portland","F1420293584-1-SlateOlv-M-LKA","USD","230.0","0.0","230.0","2"
"WAFFLE KNIT HENLEY","Portland","F1420233067-1-Sand-L-PER","USD","230.0","0.0","230.0","2"
"MACKINAW WOOL VEST","Portland","F1420266328-1-Chr-M-USA","USD","225.0","0.0","225.0","1"
"W'S RANGER SHORT LINED CRUISER","Portland","F1520298182-1-DkBge-XS-LKA","USD","225.0","0.0","225.0","1"
"MACKINAW WOOL VEST","Portland","F1420266328-1-RedBlk-L-USA","USD","225.0","0.0","225.0","1"
"FIELD JAC-SHIRT (REVERSE SATEEN)","Portland","F20277936-1-GrayKhaki-016828491","USD","225.0","0.0","225.0","1"
"MACKINAW WOOL VEST","Portland","F1420266328-1-Chr-2XL-USA","USD","225.0","0.0","225.0","1"
"SHELTER BRUSH PANT","Portland","F1420232838-1-Cml-32-LKA","USD","225.0","0.0","225.0","1"
"FIELD CARGO PANTS (REVERSE SATEEN)","Portland","F1420233133-1-BluMussel-36x32-LKA","USD","225.0","0.0","225.0","1"
"ASSISTED OPENING KNIFE","Portland","F20165028-1-OliveBlack-013066901","USD","225.0","0.0","225.0","3"
"FIELD JAC-SHIRT (REVERSE SATEEN)","Portland","F20277936-1-GrayKhaki-016828492","USD","225.0","0.0","225.0","1"
"TIN CLOTH PRIMALOFT® VEST","Portland","F1420248735-1-DkTan2-M-BGD","USD","225.0","0.0","225.0","1"
"FIELD CARGO PANTS (REVERSE SATEEN)","Portland","F20233133-1-BlueMussel-011280485","USD","225.0","0.0","225.0","1"
"W'S RANGER SHORT LINED CRUISER","Portland","F1520298182-1-DkBeige-S-LKA","USD","225.0","0.0","225.0","1"
"LINED MACKINAW JAC SHIRT","Portland","F1420232893-1-AcidGrnPd-2XL-BGD","USD","225.0","0.0","225.0","1"
"LINED MACKINAW JAC SHIRT","Portland","F1420232893-1-AcidGrnPd-L-BGD","USD","225.0","0.0","225.0","1"
"MACKINAW BIBS","Portland","F1420270479-1-Chr-38-USA","USD","222.75","0.0","222.75","1"
"ULTRALIGHT JACKET","Portland","F1420296078-1-Cypress-M-BGD","USD","215.0","0.0","215.0","2"
"ULTRALIGHT JACKET","Portland","F1420296078-1-Cypress-S-BGD","USD","215.0","0.0","215.0","1"
"ULTRALIGHT JACKET","Portland","F1420296078-1-Cypress-L-BGD","USD","215.0","0.0","215.0","1"
"FILSON FORESTRY WOOL BLANKET (TWIN)","Portland","F20290128-1-DkTimberTn-025953885","USD","210.0","0.0","210.0","1"
"SHORT LINED CRUISER","Portland","F1420232828-1-MilGrn-2XL-BGD","USD","210.0","0.0","210.0","1"
"SHORT LINED CRUISER","Portland","F20232828-1-MltyGrn-025041834","USD","210.0","0.0","210.0","1"
"FIELD SUPPLY PANTS (REVERSE SATEEN)","Portland","F1420293583-1-WshFatgGrn-36x32-LKA","USD","210.0","0.0","210.0","3"
"SHORT SLEEVE MECHANIC SHIRT","Portland","F1420248773-1-Gravel-XL-LKA","USD","208.0","0.0","208.0","2"
"INSULATED TIN CLOTH PANTS","Portland","F1420233131-1-DkTan-38x32-LKA","USD","206.5","0.0","206.5","1"
"TWIN LAKES SHORT SLEEVE SPORT SHIRT","Portland","F20277947-1-GraniteGrn-027892175","USD","196.0","98.0","98.0","2"
"MOLESKIN SEATTLE SHIRT","Portland","F1411010394-1-DkNvy-3XL-PRT","USD","195.0","0.0","195.0","1"
"DRYDEN BRIEFCASE","Portland","F2020295179-1-Whiskey-OS-VNM","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Olv-XL-BGD","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Olv-L-BGD","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F20291978-1-Bourbon-027871335","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Nvy-S-BGD","USD","195.0","0.0","195.0","1"
"DEER ISLAND JAC-SHIRT","Portland","F1420105728-1-OngBrn-M-LKA","USD","195.0","0.0","195.0","1"
"1 1/2"" DOUBLE BELT","Portland","F1320241432-1-Brown-48-USA","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Bur-L-BGD","USD","195.0","0.0","195.0","1"
"DEER ISLAND JAC-SHIRT","Portland","F1420105728-1-CbtNatPd-2XL-LKA","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Bur-S-BGD","USD","195.0","0.0","195.0","1"
"W'S WAXED DOWN VEST","Portland","F1520289090-1-Campfire-L-VNM","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Nvy-XL-BGD","USD","195.0","0.0","195.0","1"
"W'S SHORT LINED CRUISER","Portland","F1520289086-1-DarkTan-L-LKA","USD","195.0","0.0","195.0","1"
"W'S SHORT LINED CRUISER","Portland","F1520289086-1-Black-M-LKA","USD","195.0","0.0","195.0","1"
"W'S SHORT LINED CRUISER","Portland","F1520289086-1-Blk-S-LKA","USD","195.0","0.0","195.0","1"
"DEER ISLAND JAC-SHIRT","Portland","F20105728-1-CobaltNat-027889445","USD","195.0","0.0","195.0","1"
"OIL FIN SGL TIN PANT","Portland","F1420204457-1-DkTan-36x32-USA","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Nvy-2XL-BGD","USD","195.0","0.0","195.0","1"
"BISON KEYCHAIN","Portland","F20130781-1-Steel-000002317","USD","195.0","0.0","195.0","3"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Olv-M-BGD","USD","195.0","0.0","195.0","1"
"MOLESKIN SEATTLE SHIRT","Portland","F1411010394-1-Coal-S-PRT","USD","195.0","0.0","195.0","1"
"RANGER SHORT CRUISER","Portland","F1420291978-1-Nvy-L-BGD","USD","195.0","0.0","195.0","1"
"W'S SHORT LINED CRUISER","Portland","F1520289086-1-DkTan-L-LKA","USD","195.0","0.0","195.0","1"
"DEER ISLAND JAC-SHIRT","Portland","F20105728-1-CobaltNat-027889317","USD","195.0","0.0","195.0","1"
"DEER ISLAND JAC-SHIRT","Portland","F1420105728-1-CbtNatPd-L-LKA","USD","195.0","0.0","195.0","1"
"OIL TIN CLOTH VEST","Portland","F1420232830-1-DkTan-L-BGD","USD","192.0","96.0","96.0","2"
"WAFFLE KNIT THERMAL CREWNECK","Portland","F1420067706-1-Sand-L-PER","USD","190.0","0.0","190.0","2"
"WAFFLE KNIT THERMAL CREWNECK","Portland","F1420067706-1-MossyRock-M-PER","USD","190.0","0.0","190.0","2"
"SHORT SLEEVE MECHANIC SHIRT","Portland","F20248773-1-Gravel-027903488","USD","188.5","0.0","188.5","2"
"FIELD CARGO SHORTS (REVERSE SATEEN)","Portland","F1420277945-1-BluMussel-34-LKA","USD","185.0","0.0","185.0","1"
"PROSPECTOR HOODIE","Portland","F20204496-1-Black-000000101","USD","184.0","0.0","184.0","2"
"PROSPECTOR HOODIE","Portland","F1420204496-1-Blk-M-BGD","USD","184.0","0.0","184.0","2"
"WAFFLE KNIT THERMAL CREWNECK","Portland","F1420067706-1-Nvy-L-PER","USD","180.5","0.0","180.5","2"
"WORKSMITH INSULATED JACKET","Portland","F1420285032-1-Blk-L-BGD","USD","177.0","0.0","177.0","1"
"WORKSMITH INSULATED BOMBER JACKET","Portland","F20285037-1-Tarmac-025887156","USD","177.0","0.0","177.0","1"
"WORKSMITH INSULATED BOMBER JACKET","Portland","F1420285037-1-Tarmac-XL-BGD","USD","177.0","0.0","177.0","1"
"TIN CLOTH TOTE BAG WITH ZIPPER","Portland","F20297428-1-DarkTan-000000073","USD","175.5","0.0","175.5","1"
"SCOUT BACKPACK","Portland","F20277985-1-SltCntnCrt-027939793","USD","175.0","0.0","175.0","2"
"DRY TIN JAC-SHIRT","Portland","F20293581-1-StormBlue-027888636","USD","175.0","0.0","175.0","1"
"DRY TIN JAC-SHIRT","Portland","F20293581-1-StormBlue-027888640","USD","175.0","0.0","175.0","1"
"SCOUT 50L DUFFLE","Portland","F2020277994-1-CmoCtnCvt-OS-VNM","USD","175.0","0.0","175.0","1"
"W'S 9-OZ. DENIM WORK JEANS","Portland","F20298203-1-DarkRinse-028139022","USD","175.0","0.0","175.0","1"
"SCOUT BACKPACK","Portland","F20277985-1-ShrbCtnCrt-027939791","USD","175.0","0.0","175.0","1"
"SCOUT 50L DUFFLE","Portland","F2020277994-1-SlatCtnCvt-OS-VNM","USD","175.0","0.0","175.0","1"
"SCOUT 50L DUFFLE","Portland","F2520277994-1-BlkCovert-OS-VNM","USD","175.0","0.0","175.0","1"
"FISHING GUIDE VEST","Portland","F1420193499-1-VtgOlv-OS-VNM","USD","171.0","0.0","171.0","1"
"OAKVILLE CANVAS PANTS","Portland","F1420293584-1-Gravel-M-LKA","USD","166.75","0.0","166.75","3"
"OAKVILLE CANVAS PANTS","Portland","F1420293584-1-BrzBrn-M-LKA","USD","166.75","0.0","166.75","2"
"PROSPECTOR HOODIE","Portland","F20204496-1-Black-000000099","USD","166.75","0.0","166.75","2"
"RANGER LT WT ANORAK","Portland","F1420293580-1-DkBeige-XL-LKA","USD","165.0","0.0","165.0","1"
"RANGER SHORT FIELD JACKET","Portland","F1420291979-1-DkBeige-XL-LKA","USD","165.0","0.0","165.0","1"
"BLACK BEAR BANDANA","Portland","F20293781-1-BlkBearRvn-027932560","USD","162.0","0.0","162.0","4"
"TRUCKER CAP (W/ GRAPHIC PATCH)","Portland","F20293830-1-GrnMayfly-029007811","USD","157.5","0.0","157.5","5"
"SHORT LINED CRUISER","Portland","F1420232828-1-DkBrn-M-BGD","USD","157.5","0.0","157.5","1"
"SHORT LINED CRUISER","Portland","F1420232828-1-MilGrn-L-BGD","USD","157.5","0.0","157.5","1"
"TIN CLOTH PRIMALOFT® VEST","Portland","F20248735-1-Black-000000105","USD","157.5","0.0","157.5","1"
"TIN CLOTH PRIMALOFT® VEST","Portland","F20248735-1-Black-000000103","USD","157.5","0.0","157.5","1"
"TIN CLOTH PRIMALOFT® VEST","Portland","F20248735-1-Black-000000099","USD","157.0","0.0","157.0","1"
"OIL TIN LOW-PROFILE LOGGER CAP","Portland","F1320271578-1-Black-OS-VNM","USD","156.0","0.0","156.0","3"
"DRY TIN 5 POCKET PANT","Portland","F1420155578-1-Raven-28x30-LKA","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-Raven-013617919","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-Raven-007861365","USD","155.0","0.0","155.0","1"
"FILSON'S OIL FINISH WAX","Portland","F1020278928-1-NoColor-OS-USA","USD","155.0","0.0","155.0","31"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-MarshOlive-007861384","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F1420155578-1-Wsk-32x30-LKA","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-Raven-008353687","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F1420155578-1-StormBlu-32x34-LKA","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-NaturalSd-027940298","USD","155.0","155.0","0.0","1"
"DRY TIN 5 POCKET PANT","Portland","F1420155578-1-StormBlu-34x32-LKA","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-Whiskey-013761932","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-StormBlue-027940211","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-MarshOlive-013761933","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-NaturalSd-027940281","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-MarshOlive-007861375","USD","155.0","0.0","155.0","1"
"DRY TIN 5 POCKET PANT","Portland","F20155578-1-MarshOlive-007861379","USD","155.0","0.0","155.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F20187534-1-FadedOlive-012237600","USD","150.0","0.0","150.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F20187534-1-DarkNavy-012237808","USD","150.0","0.0","150.0","1"
"FIELD CRUISER (REVERSE SATEEN)","Portland","F1420293578-1-WshFtgGrn-L-LKA","USD","150.0","0.0","150.0","1"
"FIELD CRUISER (REVERSE SATEEN)","Portland","F20293578-1-WshdFtgGrn-025019479","USD","150.0","0.0","150.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F1420187534-1-FdOlv-28x30-LKA","USD","150.0","0.0","150.0","1"
"S/S FRONTIER HENLEY T-SHIRT","Portland","F20277956-1-LtBlue-027903970","USD","150.0","0.0","150.0","2"
"DRAFTSMAN CANVAS PANTS","Portland","F20187534-1-Charcoal-018129887","USD","150.0","0.0","150.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F20187534-1-FadedOlive-012237827","USD","150.0","0.0","150.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F1420187534-1-Chr-32x32-LKA","USD","150.0","0.0","150.0","1"
"DRAFTSMAN CANVAS PANTS","Portland","F20187534-1-FadedOlive-012237833","USD","150.0","0.0","150.0","1"
"FIELD SUPPLY PANTS (REVERSE SATEEN)","Portland","F20293583-1-GrayKhaki-018498343","USD","150.0","0.0","150.0","1"
