"Product Name","Product ID","SKU","Size","Color","Price","Currency","Fulfillment Location","Store Name","Stock Location","On Hand"
"TRAVEL PACK","703060076823","F2020295180-1-Wsk-OS-VNM","One Size","Whiskey",65.0,"USD","50003","Portland","Main",7
"W'S MACKINAW WOOL BARN COAT","703060076878","F1520295278-1-ForGrn-S-LKA","S","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S MACKINAW WOOL BARN COAT","703060076885","F1520295278-1-ForGrn-M-LKA","M","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S MACKINAW WOOL BARN COAT","703060076892","F1520295278-1-ForGrn-L-LKA","L","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S MACKINAW WOOL BARN COAT","703060076908","F1520295278-1-ForGrn-XS-LKA","XS","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S MACKINAW WOOL BARN COAT","703060076915","F1520295278-1-ForGrn-XL-LKA","XL","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S MACKINAW WOOL BARN COAT","703060076922","F1520295278-1-ForGrn-2XL-LKA","XXL","ForestGrn",270.0,"USD","50003","Portland","Main",0
"W'S WAXED DOWN PARKA","703060077011","F1520295279-1-DkTanCampf-S-VNM","S","DkTanCampf",390.0,"USD","50003","Portland","Main",0
"W'S FLANNEL WESTERN SHIRT","703060077288","F1520295280-1-ClayDust-L-LKA","L","ClayDust",99.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077394","F1520295281-1-Crm-S-ITA","S","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077400","F1520295281-1-Crm-M-ITA","M","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077417","F1520295281-1-Crm-L-ITA","L","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077424","F1520295281-1-Crm-XS-ITA","XS","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077431","F1520295281-1-Crm-XL-ITA","XL","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CARDIGAN","703060077448","F1520295281-1-Crm-2XL-ITA","XXL","CreamHorse",219.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077523","F1520295282-1-Nvy-S-ITA","S","NavyHorse",165.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077547","F1520295282-1-Nvy-M-ITA","M","NavyHorse",165.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077561","F1520295282-1-Nvy-L-ITA","L","NavyHorse",165.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077585","F1520295282-1-Nvy-XS-ITA","XS","NavyHorse",165.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077608","F1520295282-1-Nvy-XL-ITA","XL","NavyHorse",165.0,"USD","50003","Portland","Main",0
"W'S WOOL CREWNECK SWEATER","703060077622","F1520295282-1-Nvy-2XL-ITA","XXL","NavyHorse",165.0,"USD","50003","Portland","Main",0
"CONVERTIBLE FIELD BAG","703060077851","F2020295284-1-Tan-OS-ITA","One Size","Tan",195.0,"USD","50003","Portland","Main",0
"SMALL OPEN TOTE BAG","703060077974","F2020295286-1-Tan-OS-ROU","One Size","Tan",99.0,"USD","50003","Portland","Main",0
"COMPACT DUFFLE BAG","703060078032","F2020295287-1-Tan-OS-ROU","One Size","Tan",475.0,"USD","50003","Portland","Main",0
"DRAWSTRING BACKPACK","703060078087","F2020295288-1-Blk-OS-ROU","One Size","Black",395.0,"USD","50003","Portland","Main",1
"METAL WATER BOTTLE (SMOKEY)","703060078643","F20289848-1-GoldSmokey-027306272","One Size","GoldSmokey",27.0,"USD","50003","Portland","Main",0
"DOUBLE MACKINAW CAP","703060078957","F1320295629-1-ForGrn-S-PHL","S","FrstGrnAcr",199.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060078964","F1320295629-1-RedBlkPd-S-PHL","S","RdBlckBrch",195.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060078971","F1320295629-1-BrgDkOlvPd-S-PHL","S","BrgndyDkOv",119.4,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060078988","F1320295629-1-ForGrn-M-PHL","M","FrstGrnAcr",199.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060078995","F1320295629-1-RedBlkPd-M-PHL","M","RdBlckBrch",199.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060079008","F1320295629-1-BrgDkOlvPd-M-PHL","M","BrgndyDkOv",117.0,"USD","50003","Portland","Main",0
"DOUBLE MACKINAW CAP","703060079015","F1320295629-1-ForGrn-L-PHL","L","FrstGrnAcr",195.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060079022","F1320295629-1-RedBlkPd-L-PHL","L","RdBlckBrch",195.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060079039","F1320295629-1-BrgDkOlvPd-L-PHL","L","BrgndyDkOv",117.0,"USD","50003","Portland","Main",0
"DOUBLE MACKINAW CAP","703060079046","F1320295629-1-ForGrn-XL-PHL","XL","FrstGrnAcr",195.0,"USD","50003","Portland","Main",0
"DOUBLE MACKINAW CAP","703060079053","F1320295629-1-RedBlkPd-XL-PHL","XL","RdBlckBrch",195.0,"USD","50003","Portland","Main",1
"DOUBLE MACKINAW CAP","703060079060","F1320295629-1-BrgDkOlvPd-XL-PHL","XL","BrgndyDkOv",117.0,"USD","50003","Portland","Main",0
"TIN CLOTH WILDFOWL HAT","703060079206","F1320295632-1-DkTan-S-USA","S","DarkTan",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079213","F1320295632-1-OtrGrn-S-USA","S","OtterGreen",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079220","F1320295632-1-DkTan-M-USA","M","DarkTan",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079237","F1320295632-1-OtrGrn-M-USA","M","OtterGreen",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079244","F1320295632-1-DkTan-L-USA","L","DarkTan",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079251","F1320295632-1-OtrGrn-L-USA","L","OtterGreen",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079268","F1320295632-1-DkTan-XL-USA","XL","DarkTan",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079275","F1320295632-1-OtrGrn-XL-USA","XL","OtterGreen",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079282","F1320295632-1-DkTan-2XL-USA","XXL","DarkTan",99.0,"USD","50003","Portland","Main",3
"TIN CLOTH WILDFOWL HAT","703060079299","F1320295632-1-OtrGrn-2XL-USA","XXL","OtterGreen",99.0,"USD","50003","Portland","Main",3
"W'S WOOL LONG CRUISER","703060079695","F1520289083-1-OtGrnBlkPd-L-ITA","L","OtGnBlack",696.5,"USD","50003","Portland","Main",1
"WORKSHOP WAIST PACK","703060081803","F20295978-1-DarkTan-000000073","One Size","DarkTan",195.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081872","F1420291978-1-Nvy-S-BGD","S","Navy",199.0,"USD","50003","Portland","Main",6
"RANGER SHORT CRUISER","703060081889","F1420291978-1-Olv-S-BGD","S","Olive",199.0,"USD","50003","Portland","Main",4
"RANGER SHORT CRUISER","703060081896","F1420291978-1-Bur-S-BGD","S","Bourbon",195.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081902","F1420291978-1-Nvy-M-BGD","M","Navy",199.0,"USD","50003","Portland","Main",2
"RANGER SHORT CRUISER","703060081919","F1420291978-1-Olv-M-BGD","M","Olive",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081926","F1420291978-1-Bur-M-BGD","M","Bourbon",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081933","F1420291978-1-Nvy-L-BGD","L","Navy",199.0,"USD","50003","Portland","Main",6
"RANGER SHORT CRUISER","703060081940","F1420291978-1-Olv-L-BGD","L","Olive",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081957","F1420291978-1-Bur-L-BGD","L","Bourbon",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081964","F1420291978-1-Nvy-XS-BGD","XS","Navy",199.0,"USD","50003","Portland","Main",3
"RANGER SHORT CRUISER","703060081971","F1420291978-1-Olv-XS-BGD","XS","Olive",199.0,"USD","50003","Portland","Main",2
"RANGER SHORT CRUISER","703060081988","F1420291978-1-Bur-XS-BGD","XS","Bourbon",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060081995","F1420291978-1-Nvy-XL-BGD","XL","Navy",199.0,"USD","50003","Portland","Main",5
"RANGER SHORT CRUISER","703060082008","F1420291978-1-Olv-XL-BGD","XL","Olive",199.0,"USD","50003","Portland","Main",6
"RANGER SHORT CRUISER","703060082015","F1420291978-1-Bur-XL-BGD","XL","Bourbon",199.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060082022","F1420291978-1-Nvy-2XL-BGD","XXL","Navy",195.0,"USD","50003","Portland","Main",0
"RANGER SHORT CRUISER","703060082039","F1420291978-1-Olv-2XL-BGD","XXL","Olive",199.0,"USD","50003","Portland","Main",1
"RANGER SHORT CRUISER","703060082046","F1420291978-1-Bur-2XL-BGD","XXL","Bourbon",199.0,"USD","50003","Portland","Main",1
"RANGER SHORT CRUISER","703060082060","F1420291978-1-Olv-3XL-BGD","XXXL","Olive",199.0,"USD","50003","Portland","Main",1
"FIELD CRUISER (REVERSE SATEEN)","703060082329","F1420293578-1-BluMussel-S-LKA","S","BlueMussel",150.0,"USD","50003","Portland","Main",0
"FIELD CRUISER (REVERSE SATEEN)","703060082336","F1420293578-1-WshFtgGrn-S-LKA","S","WshdFtgGrn",259.0,"USD","50003","Portland","Main",4
"FIELD CRUISER (REVERSE SATEEN)","703060082343","F1420293578-1-BluMussel-M-LKA","M","BlueMussel",150.0,"USD","50003","Portland","Main",0
"FIELD CRUISER (REVERSE SATEEN)","703060082350","F1420293578-1-WshFtgGrn-M-LKA","M","WshdFtgGrn",259.0,"USD","50003","Portland","Main",3
"FIELD CRUISER (REVERSE SATEEN)","703060082367","F1420293578-1-BluMussel-L-LKA","L","BlueMussel",150.0,"USD","50003","Portland","Main",0
"FIELD CRUISER (REVERSE SATEEN)","703060082374","F1420293578-1-WshFtgGrn-L-LKA","L","WshdFtgGrn",259.0,"USD","50003","Portland","Main",4
"FIELD CRUISER (REVERSE SATEEN)","703060082398","F1420293578-1-WshFtgGrn-XS-LKA","XS","WshdFtgGrn",250.0,"USD","50003","Portland","Main",0
"FIELD CRUISER (REVERSE SATEEN)","703060082404","F1420293578-1-BluMussel-XL-LKA","XL","BlueMussel",250.0,"USD","50003","Portland","Main",1
"FIELD CRUISER (REVERSE SATEEN)","703060082411","F1420293578-1-WshFtgGrn-XL-LKA","XL","WshdFtgGrn",259.0,"USD","50003","Portland","Main",3
"FIELD CRUISER (REVERSE SATEEN)","703060082428","F1420293578-1-BluMussel-2XL-LKA","XXL","BlueMussel",250.0,"USD","50003","Portland","Main",1
"FIELD CRUISER (REVERSE SATEEN)","703060082435","F1420293578-1-WshFtgGrn-2XL-LKA","XXL","WshdFtgGrn",259.0,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082626","F1420291979-1-DkBge-S-LKA","S","DarkBeige",275.0,"USD","50003","Portland","Main",3
"RANGER SHORT FIELD JACKET","703060082640","F1420291979-1-DpSea-S-LKA","S","DeepSea",275.0,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082657","F1420291979-1-DkBge-M-LKA","M","DarkBeige",279.0,"USD","50003","Portland","Main",-2
"RANGER SHORT FIELD JACKET","703060082688","F1420291979-1-DkBge-L-LKA","L","DarkBeige",279.0,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082701","F1420291979-1-DpSea-L-LKA","L","DeepSea",167.4,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082718","F1420291979-1-DkBge-XS-LKA","XS","DarkBeige",279.0,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082749","F1420291979-1-DkBge-XL-LKA","XL","DarkBeige",275.0,"USD","50003","Portland","Main",1
"RANGER SHORT FIELD JACKET","703060082763","F1420291979-1-DpSea-XL-LKA","XL","DeepSea",167.4,"USD","50003","Portland","Main",0
"RANGER SHORT FIELD JACKET","703060082770","F1420291979-1-DkBge-2XL-LKA","XXL","DarkBeige",279.0,"USD","50003","Portland","Main",1
"ULTRALIGHT JACKET","703060083074","F1420296078-1-DkForBur-S-BGD","S","DkFrstBrb",215.0,"USD","50003","Portland","Main",4
"ULTRALIGHT JACKET","703060083081","F1420296078-1-DkForBur-M-BGD","M","DkFrstBrb",239.0,"USD","50003","Portland","Main",3
"ULTRALIGHT JACKET","703060083098","F1420296078-1-DkForBur-L-BGD","L","DkFrstBrb",215.0,"USD","50003","Portland","Main",4
"ULTRALIGHT JACKET","703060083104","F1420296078-1-DkForBur-XS-BGD","XS","DkFrstBrb",215.0,"USD","50003","Portland","Main",3
"ULTRALIGHT JACKET","703060083111","F1420296078-1-DkForBur-XL-BGD","XL","DkFrstBrb",239.0,"USD","50003","Portland","Main",5
"ULTRALIGHT JACKET","703060083128","F1420296078-1-DkForBur-2XL-BGD","XXL","DkFrstBrb",239.0,"USD","50003","Portland","Main",4
"ULTRALIGHT JACKET","703060083227","F1420296078-1-Cypress-S-BGD","S","Cypress",215.0,"USD","50003","Portland","Main",2
"ULTRALIGHT JACKET","703060083234","F1420296078-1-Cypress-M-BGD","M","Cypress",239.0,"USD","50003","Portland","Main",0
"ULTRALIGHT JACKET","703060083241","F1420296078-1-Cypress-L-BGD","L","Cypress",239.0,"USD","50003","Portland","Main",3
"ULTRALIGHT JACKET","703060083258","F1420296078-1-Cypress-XS-BGD","XS","Cypress",215.0,"USD","50003","Portland","Main",4
"ULTRALIGHT JACKET","703060083265","F1420296078-1-Cypress-XL-BGD","XL","Cypress",239.0,"USD","50003","Portland","Main",4
"ULTRALIGHT JACKET","703060083272","F1420296078-1-Cypress-2XL-BGD","XXL","Cypress",239.0,"USD","50003","Portland","Main",4
"FILSON X HOUSEFLY SWIFTWATER RAIN PONCHO","703060083678","F1420293579-1-DkGrnTDye-OS-BGD","OneSize","DkGrnTDye",285.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083852","F1420293580-1-DkNvy-S-LKA","S","DarkNavy",165.0,"USD","50003","Portland","Main",5
"RANGER LT WT ANORAK","703060083869","F1420293580-1-DkBge-S-LKA","S","DarkBeige",165.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083876","F1420293580-1-DkNvy-M-LKA","M","DarkNavy",165.0,"USD","50003","Portland","Main",1
"RANGER LT WT ANORAK","703060083883","F1420293580-1-DkBge-M-LKA","M","DarkBeige",275.0,"USD","50003","Portland","Main",-1
"RANGER LT WT ANORAK","703060083890","F1420293580-1-DkNvy-L-LKA","L","DarkNavy",165.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083906","F1420293580-1-DkBge-L-LKA","L","DarkBeige",165.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083913","F1420293580-1-DkNvy-XS-LKA","XS","DarkNavy",165.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083920","F1420293580-1-DkBge-XS-LKA","XS","DarkBeige",275.0,"USD","50003","Portland","Main",1
"RANGER LT WT ANORAK","703060083937","F1420293580-1-DkNvy-XL-LKA","XL","DarkNavy",275.0,"USD","50003","Portland","Main",6
"RANGER LT WT ANORAK","703060083944","F1420293580-1-DkBge-XL-LKA","XL","DarkBeige",165.0,"USD","50003","Portland","Main",1
"RANGER LT WT ANORAK","703060083951","F1420293580-1-DkNvy-2XL-LKA","XXL","DarkNavy",275.0,"USD","50003","Portland","Main",0
"RANGER LT WT ANORAK","703060083968","F1420293580-1-DkBge-2XL-LKA","XXL","DarkBeige",275.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084156","F1420293581-1-NatSeed-S-LKA","S","NaturalSd",105.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084170","F1420293581-1-NatSeed-M-LKA","M","NaturalSd",105.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084187","F1420293581-1-StormBlu-M-LKA","M","StormBlue",175.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084194","F1420293581-1-NatSeed-L-LKA","L","NaturalSd",175.0,"USD","50003","Portland","Main",1
"DRY TIN JAC-SHIRT","703060084200","F1420293581-1-StormBlu-L-LKA","L","StormBlue",175.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084224","F1420293581-1-StormBlu-XS-LKA","XS","StormBlue",105.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084231","F1420293581-1-NatSeed-XL-LKA","XL","NaturalSd",105.0,"USD","50003","Portland","Main",3
"DRY TIN JAC-SHIRT","703060084248","F1420293581-1-StormBlu-XL-LKA","XL","StormBlue",175.0,"USD","50003","Portland","Main",0
"DRY TIN JAC-SHIRT","703060084255","F1420293581-1-NatSeed-2XL-LKA","XXL","NaturalSd",105.0,"USD","50003","Portland","Main",2
"JAC-SHIRT","703060084453","F1420293582-1-BluHth-S-LKA","S","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084460","F1420293582-1-BluHth-M-LKA","M","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084477","F1420293582-1-BluHth-L-LKA","L","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084484","F1420293582-1-BluHth-XS-LKA","XS","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084491","F1420293582-1-BluHth-XL-LKA","XL","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084507","F1420293582-1-BluHth-2XL-LKA","XXL","BlueHtr",150.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084606","F1420288328-1-PineBgePd-S-LKA","S","PineBeige",161.4,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084620","F1420288328-1-PineBgePd-M-LKA","M","PineBeige",250.0,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084644","F1420288328-1-PineBgePd-L-LKA","L","PineBeige",161.4,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084668","F1420288328-1-PineBgePd-XS-LKA","XS","PineBeige",161.4,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084682","F1420288328-1-PineBgePd-XL-LKA","XL","PineBeige",161.4,"USD","50003","Portland","Main",0
"JAC-SHIRT","703060084705","F1420288328-1-PineBgePd-2XL-LKA","XXL","PineBeige",161.4,"USD","50003","Portland","Main",2
"DEER ISLAND JAC-SHIRT","703060084903","F1420105728-1-OngBrnPd-S-LKA","S","OrangeBrn",146.25,"USD","50003","Portland","Main",2
"DEER ISLAND JAC-SHIRT","703060084910","F1420105728-1-CbtNatPd-S-LKA","S","CobaltNat",117.0,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060084927","F1420105728-1-OngBrnPd-M-LKA","M","OrangeBrn",146.25,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060084934","F1420105728-1-CbtNatPd-M-LKA","M","CobaltNat",117.0,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060084941","F1420105728-1-OngBrnPd-L-LKA","L","OrangeBrn",146.25,"USD","50003","Portland","Main",1
"DEER ISLAND JAC-SHIRT","703060084958","F1420105728-1-CbtNatPd-L-LKA","L","CobaltNat",117.0,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060084972","F1420105728-1-CbtNatPd-XS-LKA","XS","CobaltNat",117.0,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060084989","F1420105728-1-OngBrnPd-XL-LKA","XL","OrangeBrn",146.25,"USD","50003","Portland","Main",1
"DEER ISLAND JAC-SHIRT","703060084996","F1420105728-1-CbtNatPd-XL-LKA","XL","CobaltNat",117.0,"USD","50003","Portland","Main",1
"DEER ISLAND JAC-SHIRT","703060085009","F1420105728-1-OngBrnPd-2XL-LKA","XXL","OrangeBrn",146.25,"USD","50003","Portland","Main",0
"DEER ISLAND JAC-SHIRT","703060085016","F1420105728-1-CbtNatPd-2XL-LKA","XXL","CobaltNat",195.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085207","F1420277936-1-GryKha-S-LKA","S","GrayKhaki",135.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085214","F1420277936-1-GryKha-M-LKA","M","GrayKhaki",225.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085221","F1420277936-1-GryKha-L-LKA","L","GrayKhaki",135.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085238","F1420277936-1-GryKha-XS-LKA","XS","GrayKhaki",225.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085245","F1420277936-1-GryKha-XL-LKA","XL","GrayKhaki",135.0,"USD","50003","Portland","Main",0
"FIELD JAC-SHIRT (REVERSE SATEEN)","703060085252","F1420277936-1-GryKha-2XL-LKA","XXL","GrayKhaki",135.0,"USD","50003","Portland","Main",0
"ULTRALIGHT VEST","703060085351","F1420296079-1-StormBlu-S-BGD","S","StormBlue",165.0,"USD","50003","Portland","Main",3
"ULTRALIGHT VEST","703060085368","F1420296079-1-CyprsDkFor-S-BGD","S","CyprsDkFst",165.0,"USD","50003","Portland","Main",2
"ULTRALIGHT VEST","703060085382","F1420296079-1-StormBlu-M-BGD","M","StormBlue",165.0,"USD","50003","Portland","Main",3
"ULTRALIGHT VEST","703060085399","F1420296079-1-CyprsDkFor-M-BGD","M","CyprsDkFst",165.0,"USD","50003","Portland","Main",1
"ULTRALIGHT VEST","703060085405","F1420296079-1-StormBlu-L-BGD","L","StormBlue",179.0,"USD","50003","Portland","Main",4
"ULTRALIGHT VEST","703060085412","F1420296079-1-CyprsDkFor-L-BGD","L","CyprsDkFst",165.0,"USD","50003","Portland","Main",4
"ULTRALIGHT VEST","703060085429","F1420296079-1-StormBlu-XS-BGD","XS","StormBlue",165.0,"USD","50003","Portland","Main",3
"ULTRALIGHT VEST","703060085436","F1420296079-1-CyprsDkFor-XS-BGD","XS","CyprsDkFst",165.0,"USD","50003","Portland","Main",3
"ULTRALIGHT VEST","703060085443","F1420296079-1-StormBlu-XL-BGD","XL","StormBlue",165.0,"USD","50003","Portland","Main",4
"ULTRALIGHT VEST","703060085450","F1420296079-1-CyprsDkFor-XL-BGD","XL","CyprsDkFst",165.0,"USD","50003","Portland","Main",4
"ULTRALIGHT VEST","703060085474","F1420296079-1-StormBlu-2XL-BGD","XXL","StormBlue",165.0,"USD","50003","Portland","Main",3
"ULTRALIGHT VEST","703060085481","F1420296079-1-CyprsDkFor-2XL-BGD","XXL","CyprsDkFst",165.0,"USD","50003","Portland","Main",3
"OXBOW LAKE TRUNKS","703060086204","F1420293587-1-StormBlu-S-LKA","S","StormBlue",80.0,"USD","50003","Portland","Main",2
"OXBOW LAKE TRUNKS","703060086228","F1420293587-1-BurPrt-S-LKA","S","BourbKnots",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086235","F1420293587-1-ShbCmo-S-LKA","S","ShrubCam",80.0,"USD","50003","Portland","Main",3
"OXBOW LAKE TRUNKS","703060086242","F1420293587-1-StormBlu-M-LKA","M","StormBlue",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086266","F1420293587-1-BurPrt-M-LKA","M","BourbKnots",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086273","F1420293587-1-ShbCmo-M-LKA","M","ShrubCam",80.0,"USD","50003","Portland","Main",3
"OXBOW LAKE TRUNKS","703060086280","F1420293587-1-StormBlu-L-LKA","L","StormBlue",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086303","F1420293587-1-BurPrt-L-LKA","L","BourbKnots",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086310","F1420293587-1-ShbCmo-L-LKA","L","ShrubCam",80.0,"USD","50003","Portland","Main",3
"OXBOW LAKE TRUNKS","703060086365","F1420293587-1-StormBlu-XL-LKA","XL","StormBlue",80.0,"USD","50003","Portland","Main",2
"OXBOW LAKE TRUNKS","703060086440","F1420293587-1-BurPrt-XL-LKA","XL","BourbKnots",80.0,"USD","50003","Portland","Main",3
"OXBOW LAKE TRUNKS","703060086457","F1420293587-1-ShbCmo-XL-LKA","XL","ShrubCam",80.0,"USD","50003","Portland","Main",4
"OXBOW LAKE TRUNKS","703060086464","F1420293587-1-StormBlu-2XL-LKA","XXL","StormBlue",80.0,"USD","50003","Portland","Main",2
"OXBOW LAKE TRUNKS","703060086488","F1420293587-1-BurPrt-2XL-LKA","XXL","BourbKnots",80.0,"USD","50003","Portland","Main",1
"OXBOW LAKE TRUNKS","703060086495","F1420293587-1-ShbCmo-2XL-LKA","XXL","ShrubCam",80.0,"USD","50003","Portland","Main",2
"THE RANGELAND FLANNEL SHIRT","703060086884","F1420293590-1-GrnBluPd-S-IND","S","GreenBlue",98.0,"USD","50003","Portland","Main",5
"THE RANGELAND FLANNEL SHIRT","703060086907","F1420293590-1-YelFdBlkPd-S-IND","S","YllwFdBlk",99.0,"USD","50003","Portland","Main",6
"THE RANGELAND FLANNEL SHIRT","703060086921","F1420293590-1-LtBluRedPd-S-IND","S","LtBlueRed",99.0,"USD","50003","Portland","Main",4
"THE RANGELAND FLANNEL SHIRT","703060086938","F1420293590-1-LtHthGry-S-IND","S","LtHthrGray",98.0,"USD","50003","Portland","Main",1
"THE RANGELAND FLANNEL SHIRT","703060086976","F1420293590-1-GrnBluPd-M-IND","M","GreenBlue",98.0,"USD","50003","Portland","Main",5
"THE RANGELAND FLANNEL SHIRT","703060087003","F1420293590-1-YelFdBlkPd-M-IND","M","YllwFdBlk",99.0,"USD","50003","Portland","Main",5
"THE RANGELAND FLANNEL SHIRT","703060087027","F1420293590-1-LtBluRedPd-M-IND","M","LtBlueRed",99.0,"USD","50003","Portland","Main",3
"THE RANGELAND FLANNEL SHIRT","703060087034","F1420293590-1-LtHthGry-M-IND","M","LtHthrGray",99.0,"USD","50003","Portland","Main",1
"THE RANGELAND FLANNEL SHIRT","703060087089","F1420293590-1-GrnBluPd-L-IND","L","GreenBlue",99.0,"USD","50003","Portland","Main",7
"THE RANGELAND FLANNEL SHIRT","703060087096","F1420293590-1-YelFdBlkPd-L-IND","L","YllwFdBlk",99.0,"USD","50003","Portland","Main",7
"THE RANGELAND FLANNEL SHIRT","703060087102","F1420293590-1-LtBluRedPd-L-IND","L","LtBlueRed",99.0,"USD","50003","Portland","Main",3
"THE RANGELAND FLANNEL SHIRT","703060087119","F1420293590-1-LtHthGry-L-IND","L","LtHthrGray",99.0,"USD","50003","Portland","Main",0
