"Product Name","Product ID","SKU","Size","Color","Price","Currency","Fulfillment Location","Store Name","Stock Location","On Hand"
"MOLESKIN WORK COAT","703060694508","F1420206429-1-SberianBrn-XS-LKA","XS","SberianBrn",295.0,"USD","50003","Portland","Main",0
"MOLESKIN WORK COAT","703060694515","F1420206429-1-SberianBrn-XL-LKA","XL","SberianBrn",295.0,"USD","50003","Portland","Main",0
"MOLESKIN WORK COAT","703060694522","F1420206429-1-SberianBrn-2XL-LKA","XXL","SberianBrn",295.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694621","F1420206678-1-LtOlvDpFor-S-IND","S","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694638","F1420206678-1-LtOlvDpFor-M-IND","M","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694645","F1420206678-1-LtOlvDpFor-L-IND","L","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694652","F1420206678-1-LtOlvDpFor-XS-IND","XS","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694669","F1420206678-1-LtOlvDpFor-XL-IND","XL","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694676","F1420206678-1-LtOlvDpFor-2XL-IND","XXL","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694690","F1420206678-1-LtOlvDpFor-LL-IND","L Long","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694706","F1420206678-1-LtOlvDpFor-ML-IND","M Long","OlvForest",115.0,"USD","50003","Portland","Main",0
"SMOKEY FIELD FLANNEL SHIRT (FAST TRACK)","703060694713","F1420206678-1-LtOlvDpFor-XLL-IND","XL Long","OlvForest",115.0,"USD","50003","Portland","Main",0
"FILSON CANDLE","703060694850","F3020206179-1-Red-OS-USA","One Size","Red",50.0,"USD","50003","Portland","Main",-2
"FILSON CANDLE","703060694874","F3020206178-1-GdnTan-OS-USA","One Size","GoldTan",50.0,"USD","50003","Portland","Main",4
"LOGGER CAP","703060694898","F1320204521-1-ArmyKenai-OS-VNM","One Size","ArmyKenai",45.0,"USD","50003","Portland","Main",0
"MESH SNAP-BACK LOGGER CAP","703060694959","F1320204528-1-Tobacco-OS-VNM","One Size","TobcBseCmp",38.0,"USD","50003","Portland","Main",0
"LOW-PROFILE CAP","703060695123","F1320204544-1-BlzOng-OS-VNM","One Size","BlazeOrang",60.0,"USD","50003","Portland","Main",10
"","703060695192","","","","","","50003","Portland","Main",0
"","703060695215","","","","","","50003","Portland","Main",0
"LOW-PROFILE CAP","703060695307","F1320204545-1-Brn-OS-VNM","One Size","BrwnDrake",45.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695901","F1420205128-1-DkOlv-S-USA","S","DarkOlive",18.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695918","F1420205128-1-DkOlv-M-USA","M","DarkOlive",20.7,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695925","F1420205128-1-DkOlv-L-USA","L","DarkOlive",18.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695932","F1420205128-1-DkOlv-XS-USA","XS","DarkOlive",18.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695949","F1420205128-1-DkOlv-XL-USA","XL","DarkOlive",18.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695956","F1420205128-1-DkOlv-2XL-USA","XXL","DarkOlive",18.0,"USD","50003","Portland","Main",0
"S/S PIONEER SOLID ONE POCKET T-SHIRT","703060695963","F1420205128-1-DkOlv-3XL-USA","XXXL","DarkOlive",20.7,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696328","F1420114897-1-CbtBlkPd-S-LKA","S","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696335","F1420114897-1-BlkNatPd-S-LKA","S","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696342","F1420114897-1-CbtBlkPd-M-LKA","M","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696359","F1420114897-1-BlkNatPd-M-LKA","M","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696366","F1420114897-1-CbtBlkPd-L-LKA","L","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696373","F1420114897-1-BlkNatPd-L-LKA","L","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696380","F1420114897-1-CbtBlkPd-XS-LKA","XS","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696397","F1420114897-1-BlkNatPd-XS-LKA","XS","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696403","F1420114897-1-CbtBlkPd-XL-LKA","XL","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696410","F1420114897-1-BlkNatPd-XL-LKA","XL","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696427","F1420114897-1-CbtBlkPd-2XL-LKA","XXL","Cobaltblk",165.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060696434","F1420114897-1-BlkNatPd-2XL-LKA","XXL","BlkNatHnd",165.0,"USD","50003","Portland","Main",0
"","703060696601","","","","","","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697820","F1420204484-1-StnBrn-S-USA","S","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697837","F1420204484-1-StnBrn-M-USA","M","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697844","F1420204484-1-StnBrn-L-USA","L","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697851","F1420204484-1-StnBrn-XS-USA","XS","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697868","F1420204484-1-StnBrn-XL-USA","XL","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697875","F1420204484-1-StnBrn-2XL-USA","XXL","StnBrnSaw",50.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697974","F1420204486-1-Wht-S-USA","S","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697981","F1420204486-1-Wht-M-USA","M","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060697998","F1420204486-1-Wht-L-USA","L","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060698001","F1420204486-1-Wht-XS-USA","XS","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060698018","F1420204486-1-Wht-XL-USA","XL","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S PIONEER GRAPHIC T-SHIRT","703060698025","F1420204486-1-Wht-2XL-USA","XXL","WhtBear",35.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698179","F1420204480-1-Wht-S-BGD","S","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698186","F1420204480-1-Wht-M-BGD","M","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698193","F1420204480-1-Wht-L-BGD","L","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698209","F1420204480-1-Wht-XS-BGD","XS","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698216","F1420204480-1-Wht-XL-BGD","XL","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698223","F1420204480-1-Wht-2XL-BGD","XXL","WhtDUScpt",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698322","F1420204481-1-DkVine-S-BGD","S","DkVnHtone",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698339","F1420204481-1-DkVine-M-BGD","M","DkVnHtone",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698346","F1420204481-1-DkVine-L-BGD","L","DkVnHtone",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698353","F1420204481-1-DkVine-XS-BGD","XS","DkVnHtone",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698360","F1420204481-1-DkVine-XL-BGD","XL","DkVnHtone",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698476","F1420204482-1-Nat-S-BGD","S","NatDuPair",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698483","F1420204482-1-Nat-M-BGD","M","NatDuPair",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698490","F1420204482-1-Nat-L-BGD","L","NatDuPair",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698506","F1420204482-1-Nat-XS-BGD","XS","NatDuPair",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT (DUCKS UNLIMITED)","703060698513","F1420204482-1-Nat-XL-BGD","XL","NatDuPair",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698629","F1420204471-1-Birch-S-BGD","S","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698636","F1420204471-1-Birch-M-BGD","M","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698643","F1420204471-1-Birch-L-BGD","L","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698650","F1420204471-1-Birch-XS-BGD","XS","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698667","F1420204471-1-Birch-XL-BGD","XL","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698674","F1420204471-1-Birch-2XL-BGD","XXL","BirchWolf",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698773","F1420204472-1-Blz-S-BGD","S","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698780","F1420204472-1-Blz-M-BGD","M","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698797","F1420204472-1-Blz-L-BGD","L","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698803","F1420204472-1-Blz-XS-BGD","XS","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698810","F1420204472-1-Blz-XL-BGD","XL","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698827","F1420204472-1-Blz-2XL-BGD","XXL","BlzLumJk",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698926","F1420204473-1-Fog-S-BGD","S","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698933","F1420204473-1-Fog-M-BGD","M","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698940","F1420204473-1-Fog-L-BGD","L","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698957","F1420204473-1-Fog-XS-BGD","XS","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698964","F1420204473-1-Fog-XL-BGD","XL","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060698971","F1420204473-1-Fog-2XL-BGD","XXL","FogScript",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699077","F1420204474-1-HarvestGld-S-BGD","S","GoldBears",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699084","F1420204474-1-HarvestGld-M-BGD","M","GoldBears",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699091","F1420204474-1-HarvestGld-L-BGD","L","GoldBears",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699107","F1420204474-1-HarvestGld-XS-BGD","XS","GoldBears",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699114","F1420204474-1-HarvestGld-XL-BGD","XL","GoldBears",38.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060699121","F1420204474-1-HarvestGld-2XL-BGD","XXL","GoldBears",38.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699220","F1420204487-1-DkHthGry-S-BGD","S","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699237","F1420204487-1-DkHthGry-M-BGD","M","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699244","F1420204487-1-DkHthGry-L-BGD","L","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699251","F1420204487-1-DkHthGry-XS-BGD","XS","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699268","F1420204487-1-DkHthGry-XL-BGD","XL","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699275","F1420204487-1-DkHthGry-2XL-BGD","XXL","DkHthFish",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699374","F1420204488-1-DkMoss-S-BGD","S","DkFirTree",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699381","F1420204488-1-DkMoss-M-BGD","M","DkFirTree",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699398","F1420204488-1-DkMoss-L-BGD","L","DkFirTree",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699404","F1420204488-1-DkMoss-XS-BGD","XS","DkFirTree",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699411","F1420204488-1-DkMoss-XL-BGD","XL","DkFirTree",43.0,"USD","50003","Portland","Main",0
"L/S RANGER GRAPHIC T-SHIRT","703060699428","F1420204488-1-DkMoss-2XL-BGD","XXL","DkFirTree",43.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060699527","F1420204501-1-Wht-S-USA","S","WtRdShld",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060699534","F1420204501-1-Wht-M-USA","M","WtRdShld",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060699541","F1420204501-1-Wht-L-USA","L","WtRdShld",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060699558","F1420204501-1-Wht-XS-USA","XS","WtRdShld",55.0,"USD","50003","Portland","Main",0
"POPEYE PINT GLASS SET","703060704535","F20204684-1-Multi-013571331","One Size","Multi",98.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP (FAST TRACK)","703060704566","F20204530-1-FdBlkWolf-013807082","One Size","FdBlkWolf",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP (FAST TRACK)","703060704573","F20204530-1-BrBluEagle-013807083","One Size","BrBluEagle",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP (FAST TRACK)","703060704580","F20204530-1-GrnBeaver-013807084","One Size","GrnBeaver",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP (FAST TRACK)","703060704597","F20204530-1-GryAlbtros-013807085","One Size","GryAlbtros",45.0,"USD","50003","Portland","Main",0
"RANGE FRONT BANDANA","703060704740","F1320205782-1-Ind-OS-JPN","One Size","Indigo",50.0,"USD","50003","Portland","Main",0
"Wolf Haven: Sanctuary and the Future of Wolves in North America","703060704771","20205514-fco-000000040","","",24.95,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP","703060704931","F1320204531-1-Artic-OS-USA","One Size","ArticFly",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP","703060704948","F1320204531-1-Grn-OS-USA","One Size","GrnDeerJmp",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP","703060704955","F1320204531-1-Brz-OS-USA","One Size","BronzeWolf",45.0,"USD","50003","Portland","Main",0
"WASHED LOW-PROFILE CAP","703060704962","F1320204531-1-FdCbt-OS-USA","One Size","FdCobaltDk",45.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR LOGGER CAP (FAST TRACK)","703060705112","F1320204549-1-Root-OS-VNM","One Size","RootSmky",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR LOW-PROFILE CAP (FAST TRACK)","703060705143","F1320204550-1-DkGrn-OS-VNM","One Size","GrnSmky",41.25,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705174","F1420174631-1-Cinder-34x35-LKA","34x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705181","F1420174631-1-Cinder-36x35-LKA","36x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705198","F1420174631-1-Cinder-38x35-LKA","38x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705204","F1420174631-1-Cinder-40x35-LKA","40x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705211","F1420174631-1-Cinder-28x35-LKA","28x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705228","F1420174631-1-Cinder-30x35-LKA","30x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705235","F1420174631-1-Cinder-32x35-LKA","32x35","Cinder",75.0,"USD","50003","Portland","Main",0
"ALCAN DOUBLE FRONT PANTS","703060705242","F1420174631-1-Cinder-33x35-LKA","33x35","Cinder",75.0,"USD","50003","Portland","Main",0
"OIL FINISH EXCURSION BAG","703060705341","F2020207278-1-DkTan-OS-VNM","One Size","DarkTan",395.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705372","F1420204489-1-Wsk-S-USA","S","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705389","F1420204489-1-Wsk-M-USA","M","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705396","F1420204489-1-Wsk-L-USA","L","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705402","F1420204489-1-Wsk-XS-USA","XS","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705419","F1420204489-1-Wsk-XL-USA","XL","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705426","F1420204489-1-Wsk-2XL-USA","XXL","WhskyBanr",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705525","F1420204490-1-Blk-S-USA","S","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705532","F1420204490-1-Blk-M-USA","M","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705549","F1420204490-1-Blk-L-USA","L","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705556","F1420204490-1-Blk-XS-USA","XS","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705563","F1420204490-1-Blk-XL-USA","XL","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"L/S PIONEER GRAPHIC T-SHIRT","703060705570","F1420204490-1-Blk-2XL-USA","XXL","BlkBttrOut",56.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060706324","F1420204503-1-Brn-S-USA","S","BnWldSgn",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060706331","F1420204503-1-Brn-M-USA","M","BnWldSgn",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060706348","F1420204503-1-Brn-L-USA","L","BnWldSgn",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060706355","F1420204503-1-Brn-XS-USA","XS","BnWldSgn",55.0,"USD","50003","Portland","Main",0
"SMOKEY BEAR PIONEER GRAPHIC T-SHIRT (FAST TRACK)","703060706362","F1420204503-1-Brn-XL-USA","XL","BnWldSgn",55.0,"USD","50003","Portland","Main",0
"Smokey Bear Cotton Blanket","703060706478","20204573-fco-013858931","","TwneGrnGld",185.0,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706508","F1420208178-1-VerdantGrn-S-BGD","S","GrnMnt",22.8,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706515","F1420208178-1-VerdantGrn-M-BGD","M","GrnMnt",22.8,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706522","F1420208178-1-VerdantGrn-L-BGD","L","GrnMnt",22.8,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706539","F1420208178-1-VerdantGrn-XS-BGD","XS","GrnMnt",22.8,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706546","F1420208178-1-VerdantGrn-XL-BGD","XL","GrnMnt",22.8,"USD","50003","Portland","Main",0
"S/S RANGER GRAPHIC T-SHIRT","703060706553","F1420208178-1-VerdantGrn-2XL-BGD","XXL","GrnMnt",22.8,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060706959","F1420199228-1-MrnChrPd-S-BGD","S","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060706966","F1420199228-1-MrnChrPd-M-BGD","M","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060706973","F1420199228-1-MrnChrPd-L-BGD","L","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060706980","F1420199228-1-MrnChrPd-XS-BGD","XS","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060706997","F1420199228-1-MrnChrPd-XL-BGD","XL","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LINED MACKINAW WOOL WORK VEST","703060707000","F1420199228-1-MrnChrPd-2XL-BGD","XXL","MrnCoal",206.5,"USD","50003","Portland","Main",0
"LOGGER CAP","703060707109","F1320204522-1-HarvestGld-OS-VNM","One Size","HGldRanger",45.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707192","F1420114897-1-RedWhtPd-S-LKA","S","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707215","F1420114897-1-RedWhtPd-M-LKA","M","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707246","F1420114897-1-RedWhtPd-L-LKA","L","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707260","F1420114897-1-RedWhtPd-XS-LKA","XS","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707284","F1420114897-1-RedWhtPd-XL-LKA","XL","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"NORTHWEST WOOL SHIRT","703060707307","F1420114897-1-RedWhtPd-2XL-LKA","XXL","RedWhtBlu",99.0,"USD","50003","Portland","Main",0
"WOOL FISHERMAN'S SWEATER","703060707451","F1420205484-1-Ong-M-IND","M","Orange",395.0,"USD","50003","Portland","Main",0
"WOOL FISHERMAN'S BEANIE","703060707758","F1320205494-1-Ong-OS-IND","One Size","Orange",71.25,"USD","50003","Portland","Main",0
"LOGGER CAP (DUCKS UNLIMITED)","703060707895","F1320204526-1-OtrGrn-OS-VNM","One Size","OtterDUBlz",45.0,"USD","50003","Portland","Main",0
"C.C. FILSON CO. 32-OZ. NALGENE® BOTTLE","703060707963","F20205518-1-Orange-000002355","One Size","Orange",15.0,"USD","50003","Portland","Main",0
"FILSON 48-OZ. NALGENE® BOTTLE","703060707987","F20205521-1-Gray-000002316","One Size","Gray",18.0,"USD","50003","Portland","Main",0
"LINED RAGG WOOL BEANIE","703060708014","F1320204539-1-ChrHth-OS-USA","One Size","ChrcoalHth",50.0,"USD","50003","Portland","Main",10
"AXES BANDANA","703060708717","F1320204560-1-Evergrn-OS-JPN","One Size","Evergreen",50.0,"USD","50003","Portland","Main",0
"ELK BANDANA","703060708748","F1320205781-1-Gld-OS-JPN","One Size","Gold",50.0,"USD","50003","Portland","Main",0
"MESH SNAP-BACK LOGGER CAP (DUCKS UNLIMITED)","703060708779","F1320197530-1-Kha-OS-USA","One Size","Khaki",38.0,"USD","50003","Portland","Main",0
